1050	1e-5	bin	7.201077e-01	7.570850e-01
1052	1e-3	bin	8.981987e-01	7.824444e-01
1052	1e-4	bin	8.185967e-01	7.963860e-01
1052	1e-5	bin	6.884931e-01	7.303414e-01
1053	1e-3	bin	7.518936e-01	6.986247e-01
1053	1e-4	bin	6.698580e-01	7.070650e-01
1053	1e-5	bin	6.215432e-01	6.938938e-01
1055	1e-3	bin	9.039229e-01	7.640101e-01
1055	1e-4	bin	8.198240e-01	7.890067e-01
1055	1e-5	bin	6.872286e-01	7.363122e-01
1056	1e-3	bin	8.847699e-01	7.174504e-01
1056	1e-4	bin	8.642423e-01	7.403804e-01
1056	1e-5	bin	7.335287e-01	6.797995e-01
1060	1e-5	bin	5.366891e-01	6.650962e-01
1063	1e-3	bin	9.206409e-01	8.195626e-01
1063	1e-4	bin	8.828716e-01	8.706949e-01
1063	1e-5	bin	8.513808e-01	8.307433e-01
1064	1e-3	bin	8.365048e-01	8.486698e-01
1064	1e-4	bin	8.560487e-01	8.445536e-01
1064	1e-5	bin	8.698405e-01	8.834774e-01
1065	1e-3	bin	8.539520e-01	7.647522e-01
1065	1e-4	bin	7.913798e-01	7.816900e-01
1065	1e-5	bin	6.798397e-01	7.333019e-01
1066	1e-3	bin	9.438414e-01	5.029399e-01
1066	1e-4	bin	9.155674e-01	8.723567e-01
1066	1e-5	bin	9.502866e-01	8.726644e-01
1067	1e-3	bin	8.671337e-01	7.026256e-01
1067	1e-4	bin	8.991180e-01	7.600902e-01
1067	1e-5	bin	9.069122e-01	9.516912e-01
1068	1e-3	bin	8.643674e-01	8.068809e-01
1068	1e-4	bin	8.079679e-01	7.653415e-01
1068	1e-5	bin	7.789267e-01	7.183569e-01
1074	1e-3	bin	9.217628e-01	8.354657e-01
1074	1e-4	bin	8.874072e-01	8.321372e-01
1074	1e-5	bin	8.538703e-01	8.023937e-01
1077	1e-3	bin	8.820410e-01	7.245119e-01
1077	1e-4	bin	8.898596e-01	9.208628e-01
1077	1e-5	bin	8.481287e-01	8.578719e-01
1079	1e-3	bin	9.200456e-01	7.059540e-01
1079	1e-4	bin	9.126816e-01	8.937811e-01
1079	1e-5	bin	9.505401e-01	9.426753e-01
1082	1e-3	bin	8.889684e-01	8.559759e-01
1082	1e-4	bin	8.687308e-01	8.641831e-01
1082	1e-5	bin	7.800598e-01	9.493927e-01
1084	1e-3	bin	6.661165e-01	7.026727e-01
1084	1e-4	bin	5.973222e-01	7.028972e-01
1084	1e-5	bin	5.600954e-01	6.970089e-01
1085	1e-3	bin	5.033419e-01	6.655420e-01
1085	1e-4	bin	5.099444e-01	6.661162e-01
1085	1e-5	bin	5.020595e-01	6.667371e-01
1086	1e-4	bin	5.231564e-01	6.144075e-01
1086	1e-5	bin	5.206833e-01	6.259207e-01
